################################################################## 
# Generated by FullSWOF_2D version 1.07.01, 2016-06-01
################################################################## 
# time	Vol_of_tot	Vol_inf_tot	Vol_rain_tot	Vol_bound_tot
46.4	        0	0.00430699	0.00430699	        0
46.5	        0	0.00431627	0.00431627	        0
46.6	        0	0.00432556	0.00432556	        0
46.7	        0	0.00433484	0.00433484	        0
46.8	        0	0.00434412	0.00434412	        0
46.9	        0	0.0043534	0.0043534	        0
47	        0	0.00436268	0.00436268	        0
47.1	        0	0.00437197	0.00437197	        0
47.2	        0	0.00438125	0.00438125	        0
47.3	        0	0.00439053	0.00439053	        0
47.4	        0	0.00439981	0.00439981	        0
47.5	        0	0.0044091	0.0044091	        0
47.6	        0	0.00441838	0.00441838	        0
47.7	        0	0.00442766	0.00442766	        0
47.8	        0	0.00443694	0.00443694	        0
47.9	        0	0.00444623	0.00444623	        0
48	        0	0.00445551	0.00445551	        0
48.1	        0	0.00446479	0.00446479	        0
48.2	        0	0.00447407	0.00447407	        0
48.3	        0	0.00448335	0.00448335	        0
48.4	        0	0.00449264	0.00449264	        0
48.5	        0	0.00450192	0.00450192	        0
48.6	        0	0.0045112	0.0045112	        0
48.7	        0	0.00452048	0.00452048	        0
48.8	        0	0.00452977	0.00452977	        0
48.9	        0	0.00453905	0.00453905	        0
49	        0	0.00454833	0.00454833	        0
49.1	        0	0.00455761	0.00455761	        0
49.2	        0	0.0045669	0.0045669	        0
49.3	        0	0.00457618	0.00457618	        0
49.4	        0	0.00458546	0.00458546	        0
49.5	        0	0.00459474	0.00459474	        0
49.6	        0	0.00460402	0.00460402	        0
49.7	        0	0.00461331	0.00461331	        0
49.8	        0	0.00462259	0.00462259	        0
49.9	        0	0.00463187	0.00463187	        0
50	        0	0.00464115	0.00464115	        0
50.1	        0	0.00465044	0.00465044	        0
50.2	        0	0.00465972	0.00465972	        0
50.3	        0	 0.004669	 0.004669	        0
50.4	        0	0.00467828	0.00467828	        0
50.5	        0	0.00468757	0.00468757	        0
50.6	        0	0.00469685	0.00469685	        0
50.7	        0	0.00470613	0.00470613	        0
50.8	        0	0.00471541	0.00471541	        0
50.9	        0	0.00472469	0.00472469	        0
51	        0	0.00473398	0.00473398	        0
51.1	        0	0.00474326	0.00474326	        0
51.2	        0	0.00475254	0.00475254	        0
51.3	        0	0.00476182	0.00476182	        0
51.4	        0	0.00477111	0.00477111	        0
51.5	        0	0.00478039	0.00478039	        0
51.6	        0	0.00478967	0.00478967	        0
51.7	        0	0.00479895	0.00479895	        0
51.8	        0	0.00480824	0.00480824	        0
51.9	        0	0.00481752	0.00481752	        0
52	        0	0.0048268	0.0048268	        0
52.1	        0	0.00483608	0.00483608	        0
52.2	        0	0.00484536	0.00484536	        0
52.3	        0	0.00485465	0.00485465	        0
52.4	        0	0.00486393	0.00486393	        0
52.5	        0	0.00487321	0.00487321	        0
52.6	        0	0.00488249	0.00488249	        0
52.7	        0	0.00489178	0.00489178	        0
52.8	        0	0.00490106	0.00490106	        0
52.9	        0	0.00491034	0.00491034	        0
53	        0	0.00491962	0.00491962	        0
53.1	        0	0.00492891	0.00492891	        0
53.2	        0	0.00493819	0.00493819	        0
53.3	        0	0.00494747	0.00494747	        0
53.4	        0	0.00495675	0.00495675	        0
53.5	        0	0.00496603	0.00496603	        0
53.6	        0	0.00497532	0.00497532	        0
53.7	        0	0.0049846	0.0049846	        0
53.8	        0	0.00499388	0.00499388	        0
53.9	        0	0.00500316	0.00500316	        0
54	        0	0.00501245	0.00501245	        0
54.1	        0	0.00502173	0.00502173	        0
54.2	        0	0.00503101	0.00503101	        0
54.3	        0	0.00504029	0.00504029	        0
54.4	        0	0.00504958	0.00504958	        0
54.5	        0	0.00505886	0.00505886	        0
54.6	        0	0.00506814	0.00506814	        0
54.7	        0	0.00507742	0.00507742	        0
54.8	        0	0.0050867	0.0050867	        0
54.9	        0	0.00509599	0.00509599	        0
55	        0	0.00510527	0.00510527	        0
55.1	        0	0.00511455	0.00511455	        0
55.2	        0	0.00512383	0.00512383	        0
55.3	        0	0.00513312	0.00513312	        0
55.4	        0	0.0051424	0.0051424	        0
55.5	        0	0.00515168	0.00515168	        0
55.6	        0	0.00516096	0.00516096	        0
55.7	        0	0.00517025	0.00517025	        0
55.8	        0	0.00517953	0.00517953	        0
55.9	        0	0.00518881	0.00518881	        0
56	        0	0.00519809	0.00519809	        0
56.1	        0	0.00520737	0.00520737	        0
56.2	        0	0.00521666	0.00521666	        0
56.3	        0	0.00522594	0.00522594	        0
56.4	        0	0.00523522	0.00523522	        0
56.5	        0	0.0052445	0.0052445	        0
56.6	        0	0.00525379	0.00525379	        0
56.7	        0	0.00526307	0.00526307	        0
56.8	        0	0.00527235	0.00527235	        0
56.9	        0	0.00528163	0.00528163	        0
57	        0	0.00529092	0.00529092	        0
57.1	        0	0.0053002	0.0053002	        0
57.2	        0	0.00530948	0.00530948	        0
57.3	        0	0.00531876	0.00531876	        0
57.4	        0	0.00532804	0.00532804	        0
57.5	        0	0.00533733	0.00533733	        0
57.6	        0	0.00534661	0.00534661	        0
57.7	        0	0.00535589	0.00535589	        0
57.8	        0	0.00536517	0.00536517	        0
57.9	        0	0.00537446	0.00537446	        0
58	        0	0.00538374	0.00538374	        0
58.1	        0	0.00539302	0.00539302	        0
58.2	        0	0.0054023	0.0054023	        0
58.3	        0	0.00541159	0.00541159	        0
58.4	        0	0.00542087	0.00542087	        0
58.5	        0	0.00543015	0.00543015	        0
58.6	        0	0.00543943	0.00543943	        0
58.7	        0	0.00544871	0.00544871	        0
58.8	        0	 0.005458	 0.005458	        0
58.9	        0	0.00546728	0.00546728	        0
59	        0	0.00547656	0.00547656	        0
59.1	        0	0.00548584	0.00548584	        0
59.2	        0	0.00549513	0.00549513	        0
59.3	        0	0.00550441	0.00550441	        0
59.4	        0	0.00551369	0.00551369	        0
59.5	        0	0.00552297	0.00552297	        0
59.6	        0	0.00553226	0.00553226	        0
59.7	        0	0.00554154	0.00554154	        0
59.8	        0	0.00555082	0.00555082	        0
59.9	        0	0.0055601	0.0055601	        0
60	        0	0.00556938	0.00556938	        0
60.1	        0	0.00557867	0.00557867	        0
60.2	        0	0.00558795	0.00558795	        0
60.3	        0	0.00559723	0.00559723	        0
